명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
다우리조텔[한국관광 품질인증/Korea Quality],033-644-1771,강원특별자치도 강릉시 강동면 정동등명길 43,다우리조텔은 한국의 아름다운 길 7번 국도를 따라 펼쳐진 강릉 경동진에 위치한다. 세련된 외관에 로비는 3층 높이까지 천장을 오픈하여 웅장하고 고급스럽다. 모든 객실에서 일출을 감상할 수 있고 자유로운 취사가 가능하여 내 집 같은 편안함을 제공한다. 여행객 편의를 위해 정동진 일대에서 픽업 서비스를 제공한다.,2109㎡,300,50,한실/양실,가능,가능,14:00,11:00,nan,http://www.dwresort.com,가능,없음,없음,"객실명:스탠다드
객실크기:9평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:60000(성수기: 160000)
비수기주말최소:90000(성수기: 160000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:스위트 트윈
객실크기:11평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:90000(성수기: 220000)
비수기주말최소:130000(성수기: 220000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:스페셜
객실크기:9평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:70000(성수기: 180000)
비수기주말최소:100000(성수기: 180000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:스위트
객실크기:11평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:90000(성수기: 220000)
비수기주말최소:130000(성수기: 220000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:스위트 온돌
객실크기:11평
객실수:0
기준인원:2최대인원:5
null
비수기주중최소:80000(성수기: 220000)
비수기주말최소:120000(성수기: 220000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:복층
객실크기:14평
객실수:0
기준인원:4최대인원:4
null
비수기주중최소:90000(성수기: 220000)
비수기주말최소:130000(성수기: 220000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:스탠다드 트윈
객실크기:9평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:70000(성수기: 180000)
비수기주말최소:100000(성수기: 180000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:스탠다드 온돌
객실크기:9평
객실수:0
기준인원:2최대인원:4
null
비수기주중최소:60000(성수기: 160000)
비수기주말최소:90000(성수기: 160000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:디럭스 트윈
객실크기:18평
객실수:0
기준인원:5최대인원:8
null
비수기주중최소:120000(성수기: 270000)
비수기주말최소:170000(성수기: 270000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:디럭스 온돌
객실크기:35평
객실수:0
기준인원:10최대인원:20
null
비수기주중최소:200000(성수기: 370000)
비수기주말최소:270000(성수기: 370000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
","""예약접수 당일 또는 숙박일 8일 전까지 취소 시 숙박료 전액 환불/ 숙박일 7일 전까지 취소 시 총 결제금액의 10% 공제 후 환불/ 숙박일 6일 전까지 취소 시 총 결제금액의 10% 공제 후 환불/ 숙박일 5일 전까지 취소 시 총 결제금액의 30% 공제 후 환불/ 숙박일 4일 전까지 취소 시 총 결제금액의 30% 공제 후 환불/ 숙박일 3일 전까지 취소 시 총 결제금액의 50% 공제 후 환불/ 숙박일 2일 전까지 취소 시 총 결제금액의 50% 공제 후 환불/ 숙박일 하루 전까지 취소 시 총 결제금액의 80% 공제 후 환불/ 숙박일 당일 취소 또는 통지가 없는 경우/ 총 결제금액의 80% 공제 후 환불
천재지변/ 전산장애/ 국가재난상황/ 그 밖에 불가항력(화재·붕괴·폭발·전쟁 등)의 사유로 숙박이 불가능한 경우/ 숙박료 전액 환불"""
베리온리조트,033-335-8001,강원특별자치도 평창군 봉평면 평온길 14-13,베리온(BERION)리조트(RESORT)에서 '베리'는 강원도 방언으로 '언덕'을 말하며 언덕 위에 터를 잡은 리조트란 뜻이다.  베리온리조트는 가산 이효석 선생의 '메밀꽃 필 무렵'의 실제무대이며 메밀밭의 아름다운 사랑을 추억하는 첫사랑의 고향같은 봉평의 아름다운 풍경 속에 야외수영장을 비롯하여 인공폭포/ 카페/ 바비큐 시설/ 세미나실/ 노래방/ 갤러리/ 야외공연장 등 각종 편의시설을 갖추고 사계절 가족과 함께 편안히 쉬어갈 수 있는 공간을 만들어 가려고 한다.,nan,nan,47실,nan,주차 가능,가능,15:00,11:00,033-335-8001,"<a href=""http://www.berion.co.kr"" target=""_blank"" title=""새창 : 베리온리조트 홈페이지로 이동"">http://www.berion.co.kr</a>",가능(사전문의),카페/ 바비큐장,없음,"객실명:13평형
객실크기:13평
객실수:0
기준인원:4최대인원:5
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:190000(성수기: 190000)
비수기주말최소:190000(성수기: 190000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:25평형
객실크기:25평
객실수:0
기준인원:5최대인원:7
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:270000(성수기: 270000)
비수기주말최소:270000(성수기: 270000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:별관 50평형
객실크기:50평
객실수:0
기준인원:15최대인원:20
※ 위 정보는 2020년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:600000(성수기: 600000)
비수기주말최소:600000(성수기: 600000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:드라이기:Y
객실명:10평형
객실크기:10평
객실수:0
기준인원:2최대인원:3
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:140000(성수기: 140000)
비수기주말최소:140000(성수기: 140000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:3단지 12평형
객실크기:12평
객실수:0
기준인원:3최대인원:4
※ 위 정보는 2020년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:160000(성수기: 160000)
비수기주말최소:160000(성수기: 160000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:드라이기:Y
객실명:3단지 15평형
객실크기:15평
객실수:0
기준인원:4최대인원:5
※ 위 정보는 2020년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:200000(성수기: 200000)
비수기주말최소:200000(성수기: 200000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:드라이기:Y
객실명:3단지 20평형
객실크기:20평
객실수:0
기준인원:4최대인원:5
※ 위 정보는 2020년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:230000(성수기: 230000)
비수기주말최소:230000(성수기: 230000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:드라이기:Y
",nan
경원BIZ모텔[한국관광 품질인증/Korea Quality],052-233-2000,울산광역시 동구 녹수7길 58(전하동),울산 동구에 자리한 경원BIZ모텔은 특실과 준특실에서 취사가 가능한 비즈니스모텔이다. 객실은 한실과 침실의 다양한 타입으로 구성되었다. 3층에는 컴퓨터와 프린터가 갖춰져 있는 비즈니스룸(흡연 가능)이 있고/ 옥상에는 세탁실이 있다. 자전거 무료 대여 및 수화물 보관 서비스를 제공하고/ 식사는 옆 건물 한식당에서 가능하다. 외국인 고객에게는 무료 세탁서비스와 사전예약시 유료 조식 룸서비스를 제공한다.,지하 1층~지상 4층,60,27,양실,가능,가능,12:00,12:00,가능(052-233-2000),http://www.e-hotel.co.kr/bbs/bbs/write.php?bo_table=reservation&w=,가능,없음,없음,"객실명:일반실(더블)
객실크기:7평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:50000(성수기: 50000)
비수기주말최소:50000(성수기: 50000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:준특실
객실크기:9평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:60000(성수기: 60000)
비수기주말최소:60000(성수기: 60000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:일반실(한실)
객실크기:6평
객실수:0
기준인원:3최대인원:3
null
비수기주중최소:50000(성수기: 50000)
비수기주말최소:50000(성수기: 50000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:일반실(트윈)
객실크기:6평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:50000(성수기: 50000)
비수기주말최소:50000(성수기: 50000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:특실
객실크기:12평
객실수:0
기준인원:2최대인원:5
null
비수기주중최소:100000(성수기: 100000)
비수기주말최소:100000(성수기: 100000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",숙박 1일 전까지 취소 시 100% 환불/ 당일 취소 시 50%(비수기)/ 60%(성수기) 환불
비프리비펜션,010-2761-7238,경상북도 영덕군 병곡면 흰돌로 112,바닷가에 인접한 숙소다. 전객실 오션뷰이다.,3층,60명,14,nan,주차 가능(30대),nan,nan,nan,전화,nan,불가능,nan,없음,nan,nan
오핑펜션,nan,강원특별자치도 양양군 강현면 뒷나루2길 24-1,아름다운 오션뷰 오핑펜션 멋진 바다와 사랑스러운 반려견이 함께하는 여행 양양 오핑펜션에 오신 것을 환영한다.,nan,nan,nan,nan,8대,nan,15:00,다음날 11:00,nan,nan,nan,nan,없음,nan,nan
빈티지하우스펜션,nan,강원특별자치도 양양군 손양면 수산2길 16-11,아름다운 동쪽 푸른 바다와 가까이 닿은 곳/ 빈티지하우스에서 반려견과 함께 행복한 추억을 만들어 보시길 바란다.,nan,nan,nan,nan,10대,nan,15:00,다음날 11:00,nan,nan,nan,nan,없음,nan,nan
해피몽펜션,nan,강원특별자치도 강릉시 성산면 삼왕길 171-13,강원도 청정 숲속 대관령 양떼목장 인근에 모던한 분위기의 반려견 동반 펜션이다. 인위적인 것이 아닌 자연적인 공간 해피몽펜션에서 나의 사랑스러운 반려견과 함께 행복한 추억을 만들어 보시길 바란다.,nan,nan,nan,nan,nan,nan,15:00,다음날 11:00,nan,nan,nan,nan,없음,nan,nan
부산센트럴호텔[한국관광 품질인증/Korea Quality],051-866-6525,부산광역시 연제구 중앙대로 1122(연산동),부산 연제구에 있는 센트럴호텔은 연산동 지하철역과 50m 거리에 있고 부산역/ 김해공항/ 부산여객터미널이 자동차로 30분 거리에 있어 이동에 편리하다. 건물 1층에 은행/ 커피숍/ 레스토랑 등 편의시설이 잘 갖추어져 있다. 영어/ 일본어 외국어 안내 서비스 및 유료 조식서비스를 제공한다.,10층(건물 3-12층),180,81,양실,가능,불가,12:00,12:00,nan,http://www.pusancentral.com/,불가,있음,없음,"객실명:더블
객실크기:5평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:50000(성수기: 50000)
비수기주말최소:50000(성수기: 50000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:트리플
객실크기:8평
객실수:0
기준인원:3최대인원:5
null
비수기주중최소:90000(성수기: 90000)
비수기주말최소:90000(성수기: 90000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:디럭스트윈
객실크기:5평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:70000(성수기: 70000)
비수기주말최소:70000(성수기: 70000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:트윈
객실크기:5평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:60000(성수기: 60000)
비수기주말최소:60000(성수기: 60000)
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
",공식 사이트에서 예약한 경우/ 예약금/ 취소 또는 변경 수수료 필요 없음/ 호텔측에서 객실을 준비하지 못했을 때 거기에 대해서 고객에게 위약금을 청구를 하여서 받을 수 있음
무안비치호텔 [한국관광 품질인증/Korea Quality],061-454-4900,전라남도 무안군 톱머리길 36,전라남도 무안 톱머리 해수욕장 내에 자리한 무안비치호텔은 연중 바닷가의 정취를 즐길 수 있는 호텔급 모텔이다. 다양한 평형대의 객실을 보유하고 있는데/ 그 중 60평대 콘도형 객실인 VIP룸이 있어 4가족이 함께 투숙할 수 있는 것이 특징이다. 주차공간도 여유롭다. 무안 CC와 무안국제공항에서 5분 거리에 있다.,본관 지하 1층~지상 4층/ 별관 지상 3층/ (2480m²),150,32,양실,가능,가능,15:00,11:00,nan,http://muanbeach.kr/예약하기,가능,있음,없음,"객실명:스위트
객실크기:12평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:60000(성수기: 80000)
비수기주말최소:70000(성수기: 90000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:디럭스
객실크기:14평
객실수:0
기준인원:4최대인원:5
null
비수기주중최소:70000(성수기: 100000)
비수기주말최소:80000(성수기: 110000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:그랜드
객실크기:16평
객실수:0
기준인원:5최대인원:6
null
비수기주중최소:80000(성수기: 120000)
비수기주말최소:90000(성수기: 130000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:로얄
객실크기:16평
객실수:0
기준인원:4최대인원:0
null
비수기주중최소:80000(성수기: 110000)
비수기주말최소:90000(성수기: 120000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:펜션 
객실크기:60평
객실수:0
기준인원:10최대인원:16
null
비수기주중최소:350000(성수기: 450000)
비수기주말최소:380000(성수기: 500000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",숙박 10일 전까지 100% 환불/ 숙박 7일 전까지 90% 환불/ 숙박 5일 전까지 70% 환불/ 숙박 3일 전까지 50% 환불/ 숙박 1일 전-당일 취소 시 20% 환불
비치스토리호텔 [한국관광 품질인증/Korea Quality],064-784-7400,제주특별자치도 제주시 조함해안로 492-5,비치스토리호텔은 함덕해수욕장 앞에 위치하여 제주의 바다를 매순간 누릴 수 있다. 객실은 트윈/ 더블/ 온돌로 구성되었고 깔끔하게 관리된다. 호텔 앞 조함해안로에서 해안 경치를 감상하며 드라이브를 즐기기에 좋고/ 서우봉과 제주올레길 19코스를 산책하기에도 좋다. 근처에 유명한 카페델문도가 있다.,지상 1층~지상 5층 (1715.4m²),92,46,한실/양실,가능,불가,15:00,11:00,nan,nan,불가,없음,없음,"객실명:트윈
객실크기:8평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:70000(성수기: 90000)
비수기주말최소:70000(성수기: 90000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:객실명:더블
객실크기:5평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:60000(성수기: 80000)
비수기주말최소:60000(성수기: 80000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:객실명:온돌
객실크기:8평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:60000(성수기: 80000)
비수기주말최소:60000(성수기: 80000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:",숙박 7일~4일전 취소 시 80% 환불/ 2일ws 50% 환불/ 1일전 20% 환불/ 당일 환불 불가
