명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
호수가의 아침,010-9221-0790,경기도 포천시 영중면 물안2길 33,호수가의 아침은 더 넓은 정원과 한층 돋보이는 객실 데코레이션으로 현대적이면서 로맨틱 펜션을 가꾸어 가고 있다. 각 객실마다 단독으로 테라스에서 바비큐 및 노천스파를 즐길 수 있으며/ 야외 정원에는 바비큐장과 예쁜 그네가 있다.,nan,19명,7실,nan,주차 가능,가능,15:00,11:00,010-9263-9323,"<a href=""http://morninglake.co.kr"" target=""_blank"" title=""새창 : 호수가의 아침 홈페이지로 이동"">http://morninglake.co.kr</a>",가능(사전문의),nan,없음,"객실명:물빛아침 / 솔잎아침
객실크기:15평
객실수:0
기준인원:2최대인원:3
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:테이블:드라이기:객실명:햇살가득한방
객실크기:23평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:테이블:드라이기:객실명:별빛가득한방
객실크기:23평
객실수:0
기준인원:2최대인원:5
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:테이블:드라이기:객실명:이슬아침 / 풀잎아침
객실크기:15평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:테이블:드라이기:객실명:전망좋은방
객실크기:20평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:테이블:드라이기:",nan
호텔 아마란스 [한국관광 품질인증/Korea Quality],033-636-5252,강원특별자치도 속초시 온천로 55(노학동),강원도 속초에 위치한 아마란스는 비즈니스호텔로/ 각 방 테라스에서 설악산 울산바위를 한눈에 볼 수 있다. 시내에 비해 고즈넉한 정취라 마음이 편안해지는 곳이다. 2020년 미니멀리즘의 심플함으로 객실 리모델링을 한 이후 꾸준하게 품질을 관리하며/ 속초시 숙박업 위생평가 인증도 받고 있다. 속초 IC/ 설악산/ 척산온천/ 영랑호/ 바다가 차량 5~15분 거리에 있어 교통이 편리하다.,238㎡/ 6층,100,45,한실/양실,가능,불가,14:00,12:00,nan,http://hotelamaranth.com,불가,있음,없음,"객실명:트윈디럭스
객실크기:11평
객실수:0
기준인원:4최대인원:4
null
비수기주중최소:80000(성수기: 250000)
비수기주말최소:80000(성수기: 280000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:한실디럭스
객실크기:11평
객실수:0
기준인원:4최대인원:4
null
비수기주중최소:80000(성수기: 250000)
비수기주말최소:80000(성수기: 280000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:더블스탠다드
객실크기:8평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:50000(성수기: 180000)
비수기주말최소:50000(성수기: 200000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:더블디럭스
객실크기:11평
객실수:0
기준인원:2최대인원:2
null
비수기주중최소:70000(성수기: 230000)
비수기주말최소:70000(성수기: 250000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:한실스탠다드
객실크기:8평
객실수:0
기준인원:2최대인원:3
null
비수기주중최소:50000(성수기: 180000)
비수기주말최소:50000(성수기: 200000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",숙박시설 환불규정은 업소별 규정이 우선 적용되오니/ 예약시 업소별 환불규정을 확인하시기 바랍니다. 업소의 환불규정이 별도로 마련되어 있지 않을 경우에는 공정거래위원회의 소비자분쟁해결기준이 적용됩니다.
파인밸리,033-442-1962,강원특별자치도 화천군 사내면 포화로 452,잣나무와 전나무 숲으로 둘러싸인 펜션으로 수려한 자연 경관과 편리한 시설/ 친절한 서비스가 어우러진 자연 속 휴식처다. 화천군 사내면 광덕계곡에 위치하고 있어 여름철엔 피서지로 가을엔 계곡을 물들이는 단풍을 만끽할 수 있어 각광받고 있다. 객실은 침대와 티테이블을 갖춘 커플룸을 비롯해 3인실/ 5인실/ 7인실/ 9인실을 갖추고 있어 개인뿐만 아니라 단체 여행객에게 더없이 좋은 쉼터다. 내부 편의시설로는 TV/ 냉장고/ 원룸식 주방시설과 욕실이 있으며/ 전망 좋은 테라스/ 야외에 바비큐 시설과 파라솔이 마련돼 여유롭게 쉬면서 아름다운 추억을 만들 수 있다. 조식 제공도 가능하다.,nan,nan,20실,nan,주차 가능,가능,14:00,12:00,033-442-1962,"<a href=""http://www.pinev.co.kr"" target=""_blank"" title=""새창 : 파인밸리 홈페이지로 이동"">http://www.pinev.co.kr</a>",nan,바비큐장,없음,"객실명:잣나무 202호 / 204호
객실크기:7평
객실수:0
기준인원:7최대인원:8
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:소철나무
객실크기:7평
객실수:0
기준인원:5최대인원:6
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:잣나무 201호 / 205호
객실크기:8평
객실수:0
기준인원:3최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:잣나무 203호
객실크기:20평
객실수:0
기준인원:9최대인원:10
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:자작나무 101호 / 102호
객실크기:10평
객실수:0
기준인원:9최대인원:10
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:자작나무 201호 / 202호
객실크기:7평
객실수:0
기준인원:3최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:객실명:소나무 / 삼나무 / 향나무
객실크기:5평
객실수:0
기준인원:3최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:",nan
더케이설악산가족호텔,033-639-8100,강원특별자치도 속초시 설악산로 470-7,"강원도 속초에 위치한 설악산가족호텔은 크기별로 3개의 객실이 있는데 66㎡ 형은 원룸식으로 4인까지 수용할 수 있다. 옷장과 텔레비전/ 수납장이 있으며 여러 명이 함께 식사나 차를 마실 수 있는 넓은 탁자가 구비되어 있다. 큰 거울이 있어 외출 시 치장하는데 편리하다. 온돌식의 방으로 사용 공간이 매우 넓어서 좋다.
96㎡ 형은 방 1개에 넓은 거실로 되어있으며/ 방 분위기가 매우 환하며 방에 놓인 넓은 침대는 매우 깔끔하게 잘 정돈되어 있으며 침대 쿠션이 매우 좋아서 오랜 시간 잠을 청할 수 있다. 거실에 놓인 5인용 소파는 여러 명이 둘러앉아 오손도손 이야기를 나누거나 게임도 할 수 있다. 4인용 식탁이 있어서 식사하는데 매우 편리하며 거실에 놓인 아담한 스탠드의 은은한 조명이 거실의 분위기를 더욱 부드럽게 만들어 준다. 욕실은 매우 청결하며 목욕용품이 잘 구비되어 있다.
155㎡ 형은 방 2개에 넓은 거실로 되어있는데 방안 분위기가 럭셔리한 가구로 인해 매우 기품있게 느껴진다. 거실에 놓인 8인용 식탁은 의자가 매우 편해서 식사 외에도 차를 마시거나 이야기 나누기에 안성맞춤이다. 또한 화려한 무늬의 넓은 소파는 피곤한 몸을 쉬기에 안성맞춤이다. 넓은 창가에 놓인 티 테이블이 있어 차 한 잔의 여유와 함께 밖의 전경을 구경할 수 있다. 넓은 욕실은 깔끔하게 잘 청소되어 있다.
부대시설로 모든 생활용품을 살 수 있는 슈퍼마켓과 최고의 맛을 선사하는 한식당과 최신 시설의 노래방이 있어 여행으로 안성맞춤이다.",지상 3층/지하 1층,700명,76실,20평형/ 29평형/ 47평형,주차가능,가능,14:00,11:00,033-639-8100,nan,nan,카페테리아/ 한식당,없음,"객실명:47평형
객실크기:47평
객실수:0
기준인원:8최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:20평형
객실크기:20평
객실수:0
기준인원:4최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:29평형
객실크기:29평
객실수:0
기준인원:6최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
",nan
뉴월드,033-344-3579,강원특별자치도 횡성군 둔내면 두원길 15-9,뉴월드는 스키장과 가깝고 방이 많아 선택의 폭이 넓으며 조용하고 깨끗하다.,nan,74명,37실,nan,주차 가능,불가,14:00,12:00,033-344-3579,nan,nan,식당,없음,"객실명:콘도형(5~6인) 
객실크기:13평
객실수:0
기준인원:5최대인원:6
※ 객실요금 : 전화문의 
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:객실명:한실(1~2인)
객실크기:6평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:42000(성수기: 62000)
비수기주말최소:52000(성수기: 73000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:객실명: 한실(3~4인)
객실크기:8평
객실수:0
기준인원:3최대인원:4
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:52000(성수기: 73000)
비수기주말최소:62000(성수기: 95000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:객실명:양실(1~2인)
객실크기:6평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:42000(성수기: 62000)
비수기주말최소:52000(성수기: 73000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:",nan
강화유스호스텔,032-933-8891,인천광역시 강화군 내가면 해안서로 972,민족의 자존심을 지키기 위해 목숨 바쳐 싸운 고려의 삼별초의 혼과 얼이 있는 외포리 바다를 바라보며 정포마을의 산 중턱에 유스호스텔이 문을 열었다. 강화유스호스텔은 미래에 이 나라의 주인이 될 청소년들에게 충/ 효/ 의/ 예의 정신을 심어주고 또한/ 새로운 지식과 견문을 넓혀 갈 수 있는 수양의 샘터가 될 것이다. 강화유스호스텔은 역사를 배우면서 올바른 국가관이 정립되고 진리를 탐구하며 민족의 미래를 설계하는 청소년들의 전당이 되도록 할 것이다. 자연과 더불어 호흡하면서 신체를 단련할 수 있는 운동시설도 마련되어 있다. 이제 강화 유스호스텔은 청소년들의 건전한 인격완성을 함양시켜 건강한 신체의 단련장으로서 부족함이 없도록 최선을 다할 것이다.<br>,2층,412명,35실,가족실/ 단체실,주차가능,불가,14:00,12:00,032-933-8891,nan,nan,식당,없음,nan,nan
에덴모텔,062-362-2332,광주광역시 서구 무진대로963번길 7-1,광주 서구 광천동에 위치한 에덴모텔 주변에는 광주신세계백화점/ 상록플라자/ 광주김치체험장/ 광주시립미술관/ 광주문화예술회관/ 광주북구문화원/ 중외공원 문화벨트/ 광주 프랑스 문화원/ 현대백화점/ 광주시립민속박물관/ 금호평생교육관/ 광주서오층석탑 등이 있다.,nan,46명,23실,nan,가능,불가,12:00,익일 12:00,nan,nan,nan,nan,없음,"객실명:일반실
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
",nan
인천에어텔,032-751-0006,인천광역시 중구 신도시남로149번길 3(운서동),인천에어텔은 인천 국제공항에서 불과 8분 거리인 공항 신도시에 있는 비즈니스호텔이다. 인천공항의 내외국인 여행객들이 환승을 위해 주로 이용하는 호텔로 공항 셔틀 서비스/ 외환 이용/ 국제 전화/ 직원 외국어 서비스 등이 가능하며 인터넷을 이용할 수 있는 객실을 보유하고 있다. 인천에어텔은 최첨단 비즈니스호텔의 기능과 한국 고유의 멋 그리고 세련미를 함께 갖췄다. 또한 대부분의 객실이 초고속 인터넷에 연결된 PC를 구비하고 있으며 노트북/ 팩스 등 객실 내에서 모든 비즈니스가 가능하도록 원스톱 시스템을 마련해 놓고 있다. 비즈니스에 필요한 정보 및 주변 관광지 안내 등 이용에 필요한 모든 기타 서비스를 제공한다. 인천에어텔의 객실은 넉넉한 공간과 월풀 욕조/ 냉장고/ DVD/ 케이블/ 텔레비전/ VTR 등 시설을 갖추고 있어 비즈니스 여행객과 허니문 여행객의 이용에 편리하다. 비즈니스센터는 24시간 무료로 이용할 수 있으며 비즈니스 업무에 필요한 초고속 인터넷 PC/ 팩스 등이 준비되어 있어 모든 비즈니스 업무를 처리할 수 있다.,6층,nan,84실,nan,가능,불가,14:00,익일 12:30,nan,nan,가능(사전문의),레스토랑/ 카페,없음,"객실명:수페리어 트윈룸
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스 더블룸
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스 트윈룸
객실크기:0평
객실수:0
기준인원:2최대인원:3
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스 트리플룸
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:스탠다드 트윈룸
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:수페리어 더블룸
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:스탠다드 더블룸
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
아미띠에펜션,033-591-7897,강원특별자치도 정선군 남면 자뭇골길 73,아미띠에펜션은 강원랜드 내국인 출입 카지노 10분 거리에 위치한 캐나다식 목구조 전원주택으로 산새소리 들리고 솔향기 그윽한 깨끗하고 자연이 살아 숨 쉬는 공간이다. 바비큐 그릴이 항상 준비되어 있기 때문에 언제든지 맛있는 바비큐 요리를 즐길 수 있으며 단풍이 아름다운 한가로운 조깅/ 산책로/ 모기가 없는 시원함을 느낄 수 있다. 하늘바람은 사계절 각각 멋진 풍경을 만끽할 수 있는데/ 특히나 눈이 많이 내리는 겨울 풍경이 멋지다.,nan,48명,15실,nan,주차 가능,가능,15:00,11:00,033-591-7897,"<a href=""http://www.windysky.co.kr"" target=""_blank"" title=""새창 : 아미띠에펜션 홈페이지로 이동"">http://www.windysky.co.kr</a>",nan,nan,없음,"객실명:파이애플 / 초코민트 / 페퍼민트 / 애플민트
객실크기:12평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:100000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:안젤리카 / 제라늄 / 바질
객실크기:14평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:100000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:스피어민트
객실크기:16평
객실수:0
기준인원:4최대인원:4
※ 객실 가격 전화문의 요망
비수기주중최소:90000(성수기: 0)
비수기주말최소:110000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:VV2
객실크기:18평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
비수기주중최소:120000(성수기: 0)
비수기주말최소:150000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:민트
객실크기:35평
객실수:0
기준인원:4최대인원:6
※ 객실 가격 전화문의 요망
비수기주중최소:250000(성수기: 0)
비수기주말최소:300000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:VV1
객실크기:30평
객실수:0
기준인원:4최대인원:4
※ 객실 가격 전화문의 요망
비수기주중최소:150000(성수기: 0)
비수기주말최소:200000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:V1 ~ V4
객실크기:18평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
비수기주중최소:100000(성수기: 0)
비수기주말최소:180000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
",nan
솔섬마을 관광펜션,010-5178-1657,강원특별자치도 평창군 봉평면 수림대길 57-5,수영장/ 깡통기차/ 플라잉짚와이어/ 나룻배체험/ 눈썰매/ 얼음썰매/ 주말 막걸리 무제한 서비스 등 가족들이 즐길수 있는 체험 행사들이 진행된다.,nan,800명,8,nan,주차가능(200대),nan,15:00,11:30,홈페이지 www.solsum.com,nan,불가능,nan,없음,nan,nan
