명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
엘스관광호텔,033-591-7300,강원특별자치도 정선군 사북읍 사북1길 21,강원도 정선에 위치한 엘스관광호텔은 고급형 휴식공간을 제공하며 선택의 퀄리티를 높여드리고자 탄생한 고객 여러분의 공간이다. 인근에 강원랜드/ 하이원스키장/ 민둥산/ 태백산/ 레일바이크/ 화암 8경(화암약수/ 화암동굴) 등이 자리하고 있어 관광과 레저에 용이하다. 객실은 고객이 만족할 수 있도록 안락하고 편안하게 꾸며져 있으며 작은 소품 하나에도 세심한 정성을 다한 흔적이 역력하다. 피곤한 몸과 마음을 쉬어갈 수 있는 최고의 호텔로 다가갈 것이다. 또한 모든 편리함이 갖추어진  설비와 고객의 취향을 만족시켜 주는  서비스를 통해 편안하고 안락하게 지내실 수 있도록 모든 편의를 제공하고 있다. 고객 여러분의 안락한 휴식과 품위 유지를 위해 전 직원들이 항상 최선을 다하며 정성된 마음으로 다가가고자 끊임없이 노력하고 있다. 편안한 여행의 즐거움을 마음껏 만끽하고 삶의 여유와 넉넉함을 즐기며 추억으로 간직할 소중한 시간을 만들 수 있는 격조 높은 휴식처가 될 수 있도록 엘스관광호텔은 항상 정성이 깃든 최고의 서비스를 제공하고 있다.,nan,92명,46실,스탠다드/ 디럭스/ 온돌/ 펜션형,주차 가능,가능(펜션형),15:00,12:00,033-591-7300,"<a href=""http://www.lshotel.co.kr"" target=""_blank"" title=""새창 : 엘스관광호텔 홈페이지로 이동"">http://www.lshotel.co.kr</a>",nan,식당/ 바비큐장,없음,"객실명:디럭스(싱글+싱글)
객실크기:13평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:60000(성수기: 0)
비수기주말최소:70000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:디럭스(더블+싱글)
객실크기:13평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:펜션형_로얄
객실크기:35평
객실수:0
기준인원:4최대인원:6
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:180000(성수기: 0)
비수기주말최소:220000(성수기: 0)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:스탠다드
객실크기:13평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 0)
비수기주말최소:60000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:온돌
객실크기:13평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:펜션형_골드
객실크기:0평
객실수:0
기준인원:4최대인원:10
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:180000(성수기: 0)
비수기주말최소:220000(성수기: 0)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:펜션형_온돌
객실크기:0평
객실수:0
기준인원:3최대인원:4
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:100000(성수기: 0)
비수기주말최소:120000(성수기: 0)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:펜션형_실버
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:160000(성수기: 0)
비수기주말최소:180000(성수기: 0)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:펜션형_펜트
객실크기:0평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2022년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:140000(성수기: 0)
비수기주말최소:160000(성수기: 0)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
",nan
아모렉스관광호텔,02-2292-7634,서울특별시 성동구 왕십리로20길 19,아모렉스호텔은 강남과 강북을 잇는 교통요지에 자리 잡고 있으며 서비스와 객실 인테리어로 고객의 몸과 마음을 편안하게 모시는 데 최선을 다하고 있다. 지리적으로 편리한 아모렉스호텔은 왕십리역 3번 출구에서 단 5분 거리에 위치하며 동대문/ 명동/ 시청과는 차량으로 20분 안팎의 거리에 있다. 이 때문에 사업차 방문하는 비즈니스맨이나 쇼핑과 레저를 즐기러 온 관광객에게 높은 만족을 제공하고 있다. 모든 객실에는 에어컨이 완비되어 있고 냉장고/ 전자레인지 및 미니 바도 제공하고 있다. 각 객실에는 주문형 영화 서비스/ 평면 TV 등의 다양한 엔터테인먼트 시설이 마련되어 있다.,지상 11층/지하 1층,nan,70실,스탠다드/ 디럭스/ 디럭스 트윈/ 럭셔리/ 스위트,주차가능(22대),불가,15:00,12:00,02-2292-7634,nan,nan,레스토랑/ 라운지 바,없음,"객실명:스위트
객실크기:19평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:스탠다드
객실크기:9평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스 트윈
객실크기:12평
객실수:0
기준인원:2최대인원:3
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
유로파라텔,02-869-7396,서울특별시 구로구 새말로18길 142,유로파라텔은 서울 구로구에 위치해 있으며/ 주변 관광지로는 구로문화원/ 나인스에비뉴/ AK플라자/ 구로도서관 등이 있다.,nan,96명,32실,nan,주차 가능,불가,19:00,12:00,02-869-7396,nan,nan,nan,없음,"객실명:일반실
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 위 정보는 2021년 12월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:40000(성수기: 40000)
비수기주말최소:50000(성수기: 50000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:",nan
해남유스호스텔,061-533-0170,전라남도 해남군 삼산면 대흥사길 88-88,천년고찰 대흥사가 있는 두륜산도립공원 내에 위치한 해남유스호스텔은 산과 바다와 들이 가장 잘 어우러진 해남과 자연의 신비가 살아 숨 쉬는 서남부 중심에 위치하고 있어 관광과 문화체험에 가장 좋은 곳이다. 또한 청소년 수련활동을 위한 각종 수련 시설 및 프로그램을 완비하여 청소년들의 심신수련의 장이 될 것이다.,지상 2층/지하 1층,250명,29실,도미토리/ 5인실/ 6인실/ 8인실/ 12인실/ 15인실,nan,불가,14:00,12:00,061-533-0170,nan,nan,식당,없음,"객실명:도미토리(※1인기준)
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 유스 10/000원/성인 15/000원
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:15000(성수기: 0)
비수기주말최소:15000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:5인실
객실크기:0평
객실수:0
기준인원:5최대인원:5
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:50000(성수기: 0)
비수기주말최소:50000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:10인실
객실크기:0평
객실수:0
기준인원:8최대인원:0
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:15인실
객실크기:0평
객실수:0
기준인원:12최대인원:12
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 12월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:100000(성수기: 0)
비수기주말최소:100000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:15인실(콘도형)
객실크기:0평
객실수:0
기준인원:15최대인원:15
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:150000(성수기: 0)
비수기주말최소:150000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:",nan
호텔여기어때 안양1번가점,031-348-2550,경기도 안양시 만안구 장내로149번길 8,안양1번가 지역 최고의 객실서비스와 저렴한 가격대비 최고의 만족도를 선사한다. 365일 정가제를 통한 바가지 요금 없는 숙박 업소로서 여심을 사로잡는 디자인이 특징적인 매장이다.,nan,nan,26실,nan,nan,불가,18:00,13:00,031-348-2550,nan,nan,nan,없음,"객실명:보통방
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:Y
드라이기:Y
객실명:좋은방
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:Y
드라이기:Y
객실명:더좋은방
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:Y
드라이기:Y
객실명:최고좋은방
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:Y
드라이기:Y
",nan
지산 메이플콘도,031-644-1261,경기도 이천시 마장면 지산로 267,지산 메이플콘도는 천혜의 자연환경/ 어디서나 스키장을 볼 수 있는 전망 좋은 객실과 깨끗하고 편리한 부대시설/ 교육장 및 야외활동을 위한 다양한 시설들이 완벽하게 준비가 되어있다.,지하 1층~지상 4층,385명,55실,콘도형,주차가능,가능,14:00,11:00,031-644-1261,nan,nan,레스토랑,없음,"객실명:마운틴
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
비수기주중최소:85000(성수기: 120000)
비수기주말최소:85000(성수기: 175000)
목욕시설:욕조:홈시어터:에어컨:TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:객실명:슬로프
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망
비수기주중최소:85000(성수기: 140000)
비수기주말최소:85000(성수기: 195000)
목욕시설:욕조:홈시어터:에어컨:TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:",nan
남해비치텔,055-863-5505,경상남도 남해군 설천면 노량로 194,"남해비치텔은 한려해상 국립공원의 중심지역인 남해군 설천면 노량리에 위치해 있다. 이순신 장군이 전사하신 곳으로도 유명한 노량 앞바다 위에는 현수교인 남해대교가 장엄하게 서있고 그 주변은 이순신 장군의 얼이 살아 숨 쉬는 충렬사와 거북선이 있는 역사지 이다. 푸른 산/ 푸른 바다와 공해 없는 남해의 섬 관광지를 처음으로 들어서는 길목에 자리 잡고 있어 남해 명승지를 찾는 관광객들이 이용하기에 편리하다. 남해만의 독특한 섬 향기와 전통적인 섬마을의 포근한 인정을 느낄 수 있으며 이부자리도 주인이 손수 만들어 깨끗하고 정갈하다.
건물은 현대식 3층 자연석 건물로 되어 있는데/ 산허리에 있는 옥돌청석을 2년 동안이나 깎아내어 건축하였다. 앞과 옆에 있는 언덕은 3톤 크기의 자연석으로 조경을 하여 웅장하고 산뜻하며 주변에는 소나무/ 향나무가 건물을 에워싸고 있어 수려한 경관을 보여준다. 객실 복도와 연결된 축소판 남해대교를 걸어서 오솔길로 남해대교를 산책할 수 있도록 하였으며/ 비치텔 상부의 3/966.96m²(1/200평) 농장과 남해대교가 있는 19호선 국도를 연결하였다. 가족단위 손님을 위하여 가족단체실 5실이 있다.",3층,66명,33실,일반실/ 가족실/ 특실/ 단체실,주차 가능,불가,14:00,12:00,055-863-5505,nan,nan,한식당,없음,"객실명:가족실
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:60000(성수기: 0)
비수기주말최소:70000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:일반실
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2022년 12월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:40000(성수기: 0)
비수기주말최소:50000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:특실
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:100000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:단체실
객실크기:0평
객실수:0
기준인원:5최대인원:15
※ 위 정보는 2020년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:150000(성수기: 0)
비수기주말최소:200000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
",nan
궁전파크모텔,054-674-0300,경상북도 봉화군 봉화읍 예봉로 2043,궁전파크모텔은 주위의 뛰어난 자연경관과 더불어 깨끗하고 조용한 시설을 자랑한다. 궁전 같은 화려한 외관과 포근한 실내 분위기/ 도시생활의 지친 사람들의 피로를 풀어주는 자연 속의 휴식처이다.,nan,72명,36실,nan,주차 가능,불가,14:00,12:00,054-674-0300,nan,nan,nan,없음,"객실명:일반실
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:특실/ 중간실
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:객실명:가족실
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 객실 가격 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:",nan
라운지하우스 제주다,064-792-5670,제주특별자치도 서귀포시 안덕면 사계남로50번길 60,라운지하우스 제주다는 힐링이 되는 동남아풍 감성펜션이다. 2020년 1월에 도시어부 촬영지로 알려져 있으며/ TV를 잠시 끄고 음악과 함께 책과 함께 좋은 사람들과 이야기를 나누며 시간을 나누고 추억을 나눌 수 있는 곳이다. 별빛이 쏟아지는 잔디에서 바비큐파티를 즐길 수 있다. 사천해변이 걸어서 3분 거리/ 마라도 여객선/ 산방산/ 송악산이 접해 있어 교통이 편리하다.,2층,nan,5실,패밀리룸/ 커플룸/ 트윈룸/ 트리플룸,주차 가능,가능,17:00,11:00,064-792-5670,nan,가능(사전문의/17~19시),nan,없음,"객실명:패밀리룸 : 형제섬
객실크기:40평
객실수:0
기준인원:6최대인원:12
※ 객실요금 전화문의 요망
비수기주중최소:300000(성수기: 0)
비수기주말최소:350000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:패밀리룸 : 산방산
객실크기:0평
객실수:0
기준인원:4최대인원:8
※ 객실요금 전화문의 요망
비수기주중최소:200000(성수기: 0)
비수기주말최소:250000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:커플룸 : 마라도
객실크기:14평
객실수:0
기준인원:2최대인원:4
※ 객실요금 전화문의 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:트윈룸
객실크기:14평
객실수:0
기준인원:2최대인원:4
※ 객실요금 전화문의 요망
비수기주중최소:80000(성수기: 0)
비수기주말최소:80000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:트리플룸
객실크기:0평
객실수:0
기준인원:3최대인원:4
※ 객실요금 전화문의 요망
비수기주중최소:100000(성수기: 0)
비수기주말최소:120000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",nan
수미르펜션,055-632-5745,경상남도 거제시 남부면 거제남서로 750-1,거제도의 최남단 마을 홍포에 오면/ 남으로 넓은 남태평양의 바다 위에 가왕도와 매물도가 떠있고/ 해가지는 서쪽으로는 멀지 욕지도의 좌사리/ 소지도/ 연화동 등의 작은 섬들이 낙조에 젖어 황홀한 황금빛을 머금은 모습을 볼 수 있다. 작은 마을 홍포에 1층은 찻집과 식사를 해결할 수 있고/ 2~3층은 콘도식 민박의 수미르 펜션이 있다.,2층,nan,5실,원룸형/ 분리형,주차 가능,가능,14:00,11:00,055-632-5745,nan,nan,nan,없음,"객실명:파인힐
객실크기:35평
객실수:0
기준인원:10최대인원:15
※해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:250000(성수기: 300000)
비수기주말최소:300000(성수기: 350000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:자스민(복층)
객실크기:20평
객실수:0
기준인원:8최대인원:10
※ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:180000(성수기: 220000)
비수기주말최소:200000(성수기: 250000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:Y
드라이기:Y
객실명:민트 / 파파야
객실크기:10평
객실수:0
기준인원:2최대인원:4
※ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 100000)
비수기주말최소:80000(성수기: 120000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:올리브(복층)
객실크기:18평
객실수:0
기준인원:6최대인원:8
※위 정보는 2021년 10월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:150000(성수기: 200000)
비수기주말최소:180000(성수기: 230000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",nan
