명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
비진도 바다이야기 펜션,055-642-6171,경상남도 통영시 한산면 외항길 78,"비진도 바다이야기 펜션은 비진도해수욕장 바로 앞에 위치한 콘도형 숙소로 전 객실에서 바다를 조망할 수 있다. 펜션 주인장이 레저 자격증과 장비를 보유하고 있어서 카약/ 패들보드와 같은 해양레포츠 체험을 직접 운영하고 있으며 펜션을 이용하는 숙박객에게 무료로 용품을 대여해 준다.
비진도해수욕장은 국내에서 유일하게 도로를 중심으로 한쪽에는 모래사장이/ 반대쪽에는 몽돌해수욕장이 있는 곳인데/ 바다이야기 펜션은 모래사장과 가깝다. 비진도는 통영에서 배를 타고 30분 들어간 곳에 위치해 있으며 드넓은 바다를 보며 휴식을 취할 수 있다.",3층,35명,10실,양실/ 한실,있음,가능,14:00,11:00,055-642-6171,"<a href=""http://www.bijindobada.co.kr"" target=""_blank"" title=""새창 : 비진도 바다이야기 펜션 홈페이지로 이동"">http://www.bijindobada.co.kr</a>",가능(사전문의),nan,없음,"객실명:201호~204호
객실크기:10평
객실수:0
기준인원:2최대인원:3
※ 객실 가격 전화문의 요망
비수기주중최소:160000(성수기: 0)
비수기주말최소:180000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:205~206호/ 301~306호
객실크기:10평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망
비수기주중최소:150000(성수기: 0)
비수기주말최소:170000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
",nan
스카이모텔(여수),061-662-7780,전라남도 여수시 교동남1길 5-5(교동),"여수 연안여객선 터미널과 이순신광장 인근의 스카이모텔은 좌수영음식문화거리에 위치해 있다. 모텔의 외관이나 내부 시설에서 연식이 느껴지지만 여수 원도심에 위치한 지리적 이점은 훌륭하다. 주변으로 상권이 발달되어 있고 맛집이 많아 멀리 가지 않아도 신선한 회를 비롯한 남도의 맛있는 음식을 다양하게 즐길 수 있다. 
도보 10분 거리의 여수 연안여객터미널에서 배편을 이용해 거문도/ 하화도/ 금오도/ 개도 등으로 이동이 편리하며 선착장을 따라 바다를 바라보며 종포해양공원까지 산책할 수 있다. 진남관유물전시관과 고소대 등 유적지와 이순신광장의 전라좌수영 거북선이 모두 도보로 방문할 수 있으며/ 여수수산물 특화시장도 도보로 이동이 가능하다.",nan,nan,29객실,양실/ 한실,주차가능,불가,13:00,12:00,061-662-7780,nan,nan,nan,없음,"객실명:일반실(온돌)
객실크기:5평
객실수:0
기준인원:2최대인원:4
※ 객실요금 전화문의 요망망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:일반실(침대)
객실크기:5평
객실수:0
기준인원:2최대인원:4
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:특실
객실크기:6평
객실수:0
기준인원:2최대인원:6
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
리베라미니호텔,041-543-0568,충청남도 아산시 음봉면 아산온천로243번길 123,"충남 아산에 있는 리베라미니호텔은 게르마늄 온천으로 유명한 아산온천에서 3분거리에 위치하고 있다. 리베라미니호텔은 아산온천수를 공급받아 사용하고 있어 객실에서도 온천을 즐길 수 있고 넓은 VIP실은 가족이 함께 여행하며 휴식할 수 있는 공간으로 충분하다.
주변 스파시설을 이용하는 여행객에게는 할인권을 제공하고 있어 저렴한 가격으로 스파시설도 이용 할 수 있다. 온양역 부근에서 픽업서비스가 가능하며 영어/ 중국어로 안내서비스도 받을 수 있다. 주변 관광지로는 이순신충무공기념관이 10분거리에 위치하고 있다.",nan,nan,35실,nan,가능,불가,18:00,익일 11:30,nan,nan,nan,nan,없음,"객실명:스탠다드
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:디럭스
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:프리미엄
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:스위트룸
객실크기:0평
객실수:0
기준인원:4최대인원:0
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
해림모텔,033-635-0388,강원특별자치도 속초시 청봉로6길 12,해림모텔은 속초시 설악동에 위치한 모텔이다. 설악산 국립공원 근처에 있어 설악산국립공원과 인근 관광지를 둘러보기에 동선이 편리하다. 객실에는 침실/ 욕실/ 케이블 채널/ 평면 TV 등이 갖추어져 있고 무료 WiFi/ 무료 셀프 주차/ 주방/ 세미나실/ 세탁실 등이 갖춰져 있다. 객실 인테리어는 화이트톤으로 매우 깔끔하며 객실마다 통창이나 큰 창문이 있어 환기하기에 매우 편리하고 뷰를 전망하기에도 좋다. 콘도형으로 된 객실은 실내 취사도 가능하다. 주변에는 척산족욕공원/ 속초해변/ 속초시립박물관 및 실향민 민속촌 등이 있어 관광하기 좋고/ 속초해수욕장은 설악산과 가까워 내설악 쪽에서 대청봉을 거쳐 설악동으로 내려오는 등산객들이 많이 찾는 곳이기도 하다. 내린천 래프팅이 있어 무더운 여름엔 시원한 체험을 할 수 있다.,nan,150명,30실,nan,주차 가능,가능(콘도형),14:00,익일 11:00,033-635-0388,"<a href=""http://www.haelimmotel.tc.to"" target=""_blank"" title=새창 : 해림모텔 홈페이지로 이동"">http://www.haelimmotel.tc.to</a>",nan,nan,없음,"객실명:일반
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 07월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:일반형
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 07월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
객실명:콘도형
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 07월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:드라이기:Y
",nan
블루밍모텔,055-687-7238,경상남도 거제시 옥포로6길 33,"옥포여객선터미널 앞에 위치하여 주변 먹을거리가 풍부하며 시설 또한 깨끗하고 좋다. 주변 관광지로의 이동이 편리하다.
(정보제공자: 거제시청)",7층,nan,32실,일반실/ 특실/ VIP실,가능(20대),불가,16:00,12:00,055-687-7238,nan,nan,nan,없음,"객실명:VIP실
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격은 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:특실
객실크기:0평
객실수:0
기준인원:2최대인원:3
※ 객실 요금은 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
객실명:일반실
객실크기:0평
객실수:0
기준인원:2최대인원:3
※ 객실 요금은 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
청담,02-2671-1092,충청남도 공주시 은행나무길 5 (반죽동),nan,연면적/80.66㎡,6,1,양실,nan,가능,16:00,12:00,nan,https://letstay.kr/bnbs/436,nan,nan,없음,"객실명:청담
객실크기:24평
객실수:0
기준인원:2최대인원:6
null
비수기주중최소:280000(성수기: 280000)
비수기주말최소:330000(성수기: 330000)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
한솔모텔,010-9390-9686,경상북도 경주시 보문로 465-47(신평동),경주 보문단지 내 한솔 모텔은 합리적인 가격으로 넓고 쾌적한 공간을 제공하는 숙소다. 객실은 침실과 온실로 구성되어 있어 취향껏 선택하면 된다. 주차장이 넓어 주차에 편리하고/ 인근에 편의점과 식당도 있어 편리하게 이용할 수 있다. 첨성대/ 안압지/ 경주국립박물관/ 불국사 등 주요 관광지도 가까워 여행을 편히 즐기기에 좋다.,nan,nan,49,한실/양실,가능,가능,16:00,12:00,가능,nan,nan,nan,없음,"객실명:일반실
객실크기:0평
객실수:0
기준인원:2최대인원:2
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:Y
취사용품:테이블:Y
드라이기:Y
객실명:온돌
객실크기:0평
객실수:0
기준인원:2최대인원:4
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:디럭스 트윈
객실크기:0평
객실수:0
기준인원:2최대인원:3
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:패밀리 스위트
객실크기:0평
객실수:0
기준인원:4최대인원:6
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:패밀리 트윈
객실크기:0평
객실수:0
기준인원:3최대인원:4
null
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:Y
냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
",nan
해양모텔,061-282-9172,전라남도 목포시 통일대로 11-1,해양모텔은 전라남도 목포시에 위치해 있으며 주변 관광지로는 목포 스타 마리너 유람선/ 목포자연사박물관/ 국립 해양문화재연구소/ 목포 문화의 거리/ 남농기념관/ 목포시립도서관/ 국가무형문화재전수교육관/ 목포문화예술 회관/ 목포문학관/ 목포시 청소년 수련관/ 이난영 목포의 눈물 노래비/ 소설 삼학도 배경지 등이 있다.,nan,90명,18실,한실/ 양실,가능,불가,12:00,익일12:00,nan,nan,nan,nan,없음,"객실명:일반실(온돌/침대)
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망

비수기주중최소:25000(성수기: 0)
비수기주말최소:25000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:Y
드라이기:Y
",nan
삽교호 비치파크호텔,041-363-2426,충청남도 당진시 신평면 삽교천2길 35,"삽교호 비치파크호텔은 당진시 삽교호 인근에 있는 숙박업소이다. 총 5층의 비치파크호텔은 침대방과 온돌방 두 타입의 객실을 갖추고 있으며/ 오션뷰 객실은 서해 바다와 삽교호가 내려다보인다. 또한 삽교호의 명물인 삽교호 놀이동산과 도보로 3분 정도의 가까운 거리에 있어 방에 따라서 놀이동산의 명물인 관람차를 방에서 볼 수 있다. 삽교호 비치파크호텔은 넓은 주차시설과 노래방을 갖추고 있는 가성비 좋은 숙소로/ 호텔 바로 옆에 편의점이 있어 이용하기 편리하다.
인근에 당진 삽교호의 함상공원/ 수산시장/ 해양테마과학관/ 바다공원/ 생활체육공원/ 월드아트서커스공연장/ 놀이동산/ 각종 맛집 등도 있다.
삽교호 비치파크는 국도 34호선과 38호선에서 삽교천길을 통해 접근할 수 있으며/ 서해안고속도로 송악IC/ 당진IC가 가깝다. 대중교통은 삽교천시외버스터미널을 이용할 수 있다.",nan,76명,39실,온돌/ 일반/ vip,가능(소형 30대 주차 가능),불가,15:00,익일 11:00,0507-1415-2427,nan,nan,nan,없음,"객실명:일반실
객실크기:0평
객실수:0
기준인원:2최대인원:0
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:객실명:온돌
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:객실명:vip
객실크기:0평
객실수:0
기준인원:0최대인원:0
※ 객실요금 전화문의 요망
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:",nan
장산모텔,041-672-3038,충청남도 태안군 태안읍 삼한길 4,충청남도 태안군에 위치한 장산모텔은 붉은색 지붕이 달린 베이지색 선물이 한눈에 들어오는 곳이다. 각 객실은 아늑하고 소박하게 잘 꾸며져 있고 군더더기 없는 시설이 오히려 단아한 이미지를 준다. 각 객실은 위생과 청결에 항상 신경을 쓰기 때문에 침구는 잘 세탁해서 정돈해 놓고 있고 욕조가 딸린 욕실 또한 항상 청결하게 관리되고 있다. 깨끗한 타월과 세면도구는 모두 제공이 되고 있고 헤어드라이어와 에어컨이 모든 객실에 구비되어 있다.,nan,50명,20실,nan,가능,불가,16:00,12:00,nan,nan,nan,야외 취사장,없음,"객실명:일반실(침대)
객실크기:6평
객실수:0
기준인원:2최대인원:2
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 8월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망

비수기주중최소:30000(성수기: 0)
비수기주말최소:30000(성수기: 0)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
객실명:일반실(온돌)
객실크기:6평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 8월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망

비수기주중최소:30000(성수기: 0)
비수기주말최소:30000(성수기: 0)
목욕시설:Y
욕조:Y
홈시어터:에어컨:Y
TV:Y
PC:Y
케이블설치:Y
인터넷:냉장고:Y
세면도구:Y
소파:취사용품:테이블:드라이기:Y
",nan
